company_name,city,state,zip,agency,certification_type,ethnicity,gender,capability,company_name-2,city-2,state-2,zip-2,agency-2,certification_type-2,ethnicity-2,capability-2,company_name-3,city-3,state-3,zip-3,agency-3,certification_type-3,capability-3
"Milhouse Engineering and Construction, Inc.",Chicago,IL,"	60604",CMS,MBE,African American,Male,"Engineering Services, Professional, ; Construction Management Services","Milhouse Engineering and Construction, Inc.",Chicago,IL,60604,Chicago,MBE,African American,"NAICS 236220 Commercial building construction general contractors; NAICS 236220 Construction management, commercial and institutional building; NAICS 237110 Sewage collection and disposal line construction; NAICS 237110 Utility line (i.e., sewer, water), construction; NAICS 237310 Construction management, highway, road, street and bridge; NAICS 238320 Painting (except roof) contractors*; NAICS 238350 Finish carpentry*; NAICS 541310 Architectural (except landscape) services; NAICS 541310 Building architectural design services; NAICS 541330 Civil, Electrical, and Mechanical engineering services; NAICS 541330 Engineering consulting services  ; NAICS 541350 Building inspection services; NAICS 541512 Computer-aided design (CAD) systems integration design services ; NAICS 541620 Environmental consulting services ; ; *Only applies to NAICS codes 238320 and 238350.  From 5/15/2018 to 5/14/2019, your business will be considered a Participating Established Business Enterprise, and 75% of your businesss participation in a City contract shall count for MBE participation.  From 5/15/2019 to 5/14/2020, your business will be considered a Participating EBE, and 50% of your businesss participation in a City contract shall count for MBE participation. From 5/15/2020 to 5/14/2021, your business will be considered a Participating EBE, and 25% of your businesss participation in a City contract shall count for MBE participation. Effective 5/15/2021, your business will be considered a Non-Participating Established Business Enterprise, and it shall not be eligible to participate in the Citys MBE procurement program for work. Onl;y applies to NAICS codes 238320 and 238350.; ; ","Milhouse Engineering and Construction, Inc.",Chicago,IL,60604,Chicago,MBE,"NAICS 236220 Commercial building construction general contractors; NAICS 236220 Construction management, commercial and institutional building; NAICS 237110 Sewage collection and disposal line construction; NAICS 237110 Utility line (i.e., sewer, water), construction; NAICS 237310 Construction management, highway, road, street and bridge; NAICS 238320 Painting (except roof) contractors*; NAICS 238350 Finish carpentry*; NAICS 541310 Architectural (except landscape) services; NAICS 541310 Building architectural design services; NAICS 541330 Civil, Electrical, and Mechanical engineering services; NAICS 541330 Engineering consulting services  ; NAICS 541350 Building inspection services; NAICS 541512 Computer-aided design (CAD) systems integration design services ; NAICS 541620 Environmental consulting services ; ; *Only applies to NAICS codes 238320 and 238350.  From 5/15/2018 to 5/14/2019, your business will be considered a Participating Established Business Enterprise, and 75% of your businesss participation in a City contract shall count for MBE participation.  From 5/15/2019 to 5/14/2020, your business will be considered a Participating EBE, and 50% of your businesss participation in a City contract shall count for MBE participation. From 5/15/2020 to 5/14/2021, your business will be considered a Participating EBE, and 25% of your businesss participation in a City contract shall count for MBE participation. Effective 5/15/2021, your business will be considered a Non-Participating Established Business Enterprise, and it shall not be eligible to participate in the Citys MBE procurement program for work. Onl;y applies to NAICS codes 238320 and 238350.; ; "
"Millennia Professional Services of Illinois, Ltd.",Downers Grove,IL,"	60515",CMS,MBE,Hispanic,Male,"ENGINEERING SERVICES, PROFESSIONAL; Field Engineering; General Construction: Management, Scheduling, Cost Estimation - Engineering; Surveyor Services, Land; Traffic and Transportation Engineering","Millennia Professional Services of Illinois, Ltd.",Downers Grove,IL,60515,Chicago,MBE,Asian American,NAICS 541330 Civil engineering services;; NAICS 541370 Land surveying services; NAICS 541380 Geotechnical testing laboratories or services,"Millennia Professional Services of Illinois, Ltd.",Downers Grove,IL,60515,Chicago,MBE,NAICS 541330 Civil engineering services;; NAICS 541370 Land surveying services; NAICS 541380 Geotechnical testing laboratories or services
Mimi Productions,Chicago,IL,"	60618",CMS,WBE,Caucasian,Female,Film Production; Video Production,Mimi Productions,Chicago,IL,60618,Cook County,WBE,Caucasian,"Professional Services:  Video, Television and Film Production",Mimi Productions,Chicago,IL,60618,Cook County,WBE,"Professional Services:  Video, Television and Film Production"
Mindful Practices,OAK PARK,IL,"	60302",CMS,WBE,Caucasian,Female,"NIGP	92400	EDUCATIONAL AND TRAINING SERVICES",Mindful Practices,OAK PARK,IL,60302,Cook County,WBE,Caucasian,"Consulting:  Social-Emotional Learning, Yoga Instruction and Related Materials	; ",Mindful Practices,OAK PARK,IL,60302,Cook County,WBE,"Consulting:  Social-Emotional Learning, Yoga Instruction and Related Materials	; "
"MIR Collective, LLC",Chicago,IL,"	60647",CMS,WBE,Caucasian,Female,"90600	ARCHITECTURAL SERVICES, PROFESSIONAL	; 90656	Landscape, Architectural Services	; 90714	Architectural Services, Non-Licensed (Not Otherwise Classified)	; 90738	Drafting Services","MIR Collective, LLC",Chicago,IL,60647,Chicago,WBE,Caucasian,541310 - Architectural (except landscape) Services ( includes offices and design services); 541320 - Landscape Architectural Services ; 541340 - Drafting Services,"MIR Collective, LLC",Chicago,IL,60647,Chicago,WBE,541310 - Architectural (except landscape) Services ( includes offices and design services); 541320 - Landscape Architectural Services ; 541340 - Drafting Services
Mitchell Development Group Inc.,Aurora,IL,"	60504",CMS,MBE,African American,Male,"91200	CONSTRUCTION SERVICES, GENERAL, INCLUDING MAINTENANCE AND REPAIR SERVICES)",Mitchell Development Group Inc.,Aurora,IL,60504,Chicago,MBE,African American,"236118 - Addition, Alteration And Renovation, Multifamily Building, General Contractors; 236220 - Commercial and Institutional Building Construction",Mitchell Development Group Inc.,Aurora,IL,60504,Chicago,MBE,"236118 - Addition, Alteration And Renovation, Multifamily Building, General Contractors; 236220 - Commercial and Institutional Building Construction"
"Mobility Innovation, Inc.",CHICAGO,IL,"	60612",CMS,MBE,Hispanic,Male,"20000	CLOTHING: ATHLETIC, CASUAL, DRESS, UNIFORM, WEATHER AND WORK RELATED	; 28700	ELECTRONIC EQUIPMENT, COMPONENTS, PARTS, AND ACCESSORIES (SEE CLASS 730 FOR TESTING OR ANALYZING TYPE)	; 90924	Building Construction, Commercial and Institutional	; 91875	Management Consulting	; 94611	Accounting Services (Not Otherwise Classified)	; 95889	Telecommunications Management Services	; 96115	Concessions, Catering, Vending: Mobile and Stationary (See Class 905 for Airport Concessions)	; 96219	Cafeteria and Restaurant Services","Mobility Innovation, Inc.",CHICAGO,IL,60612,Chicago,MBE,Hispanic/Latino,"NAICS 443142 Pager and mobile phone stores; NAICS 448140 Family clothing stores; NAICS 722513 Sandwich shops, limited-service  ; ","Mobility Innovation, Inc.",CHICAGO,IL,60612,Chicago,DBE,"NAICS 443142 - Pager and Mobile Phone Stores ; NAICS 448140 - Family Clothing Stores  ; NAICS 722513 - Sandwich Shops, Limited-Service; NAICS 733310 - Food Service Contractors, Concession Operators; NAICS 541611 - Administrative Management and General Management Consulting Services; NAICS 541618 - Telecommunications Management and Consulting Services; NAICS 541219 - Accounting Services (except CPAs); NAICS 236220 - Construction Management, Commercial and Institutional Building"
"Mobility Innovation, Inc.",CHICAGO,IL,"	60612",CMS,MBE,Hispanic,Male,"20000	CLOTHING: ATHLETIC, CASUAL, DRESS, UNIFORM, WEATHER AND WORK RELATED	; 28700	ELECTRONIC EQUIPMENT, COMPONENTS, PARTS, AND ACCESSORIES (SEE CLASS 730 FOR TESTING OR ANALYZING TYPE)	; 90924	Building Construction, Commercial and Institutional	; 91875	Management Consulting	; 94611	Accounting Services (Not Otherwise Classified)	; 95889	Telecommunications Management Services	; 96115	Concessions, Catering, Vending: Mobile and Stationary (See Class 905 for Airport Concessions)	; 96219	Cafeteria and Restaurant Services","Mobility Innovation, Inc.",CHICAGO,IL,60612,Chicago,MBE,Hispanic/Latino,"NAICS 443142 Pager and mobile phone stores; NAICS 448140 Family clothing stores; NAICS 722513 Sandwich shops, limited-service  ; ","Mobility Innovation, Inc.",CHICAGO,IL,60612,Chicago,MBE,"NAICS 443142 Pager and mobile phone stores; NAICS 448140 Family clothing stores; NAICS 722513 Sandwich shops, limited-service  ; "
Mobility ME LLC,Oak Brook,IL,"	60523",CMS,WBE,Caucasian,Female,Management Consulting,Mobility ME LLC,Oak Brook,IL,60523,Chicago,WBE,Caucasian,"NAICS	541618	Telecommunications management consulting services",Mobility ME LLC,Oak Brook,IL,60523,Chicago,WBE,"NAICS	541618	Telecommunications management consulting services"
Modesto Management LLC,Forest Park,IL,"	60130",CMS,MBE,African American,Male,"91832  Consulting Services (Not Otherwise Classified); 91875	Management Consulting; 95815	Building and Facilities Management Services; ; ",Modesto Management LLC,Forest Park,IL,60130,Cook County,MBE,African-American (Black),Professional Services:  Facilities Management Services; Project Management Consulting Services and Construction Project Management Consulting Services,Modesto Management LLC,Forest Park,IL,60130,Cook County,MBE,Professional Services:  Facilities Management Services; Project Management Consulting Services and Construction Project Management Consulting Services
Modesto Management LLC,Forest Park,IL,"	60130",CMS,SDVOSB,African American,Male,91832  Consulting Services (Not Otherwise Classified); 96258  Professional Services (Not Otherwise Classified; ,Modesto Management LLC,Forest Park,IL,60130,Cook County,MBE,African-American (Black),Professional Services:  Facilities Management Services; Project Management Consulting Services and Construction Project Management Consulting Services,Modesto Management LLC,Forest Park,IL,60130,Cook County,MBE,Professional Services:  Facilities Management Services; Project Management Consulting Services and Construction Project Management Consulting Services
Modesto Management LLC,Forest Park,IL,"	60130",CMS,MBE,African American,Male,"91832  Consulting Services (Not Otherwise Classified); 91875	Management Consulting; 95815	Building and Facilities Management Services; ; ",Modesto Management LLC,Forest Park,IL,60130,Cook County,MBE,African-American (Black),Professional Services:  Facilities Management Services; Project Management Consulting Services and Construction Project Management Consulting Services,Modesto Management LLC,Forest Park,IL,60130,Cook County,SDVBE,Professional Services:  Facilities Management Services; Project Management Consulting Services and Construction Project Management Consulting Services
Modesto Management LLC,Forest Park,IL,"	60130",CMS,SDVOSB,African American,Male,91832  Consulting Services (Not Otherwise Classified); 96258  Professional Services (Not Otherwise Classified; ,Modesto Management LLC,Forest Park,IL,60130,Cook County,MBE,African-American (Black),Professional Services:  Facilities Management Services; Project Management Consulting Services and Construction Project Management Consulting Services,Modesto Management LLC,Forest Park,IL,60130,Cook County,SDVBE,Professional Services:  Facilities Management Services; Project Management Consulting Services and Construction Project Management Consulting Services
"Molecular Imaging Chicago, LLC",Hinsdale,IL,"	60521",CMS,MBE,Asian American,Male,"	89847	Magnetic Resonance Imaging Systems and Accessories (MRI)","Molecular Imaging Chicago, LLC",Hinsdale,IL,60521,Cook County,MBE,Asian-Pacific American,Professional Services:  Medical Imaging,"Molecular Imaging Chicago, LLC",Hinsdale,IL,60521,Cook County,MBE,Professional Services:  Medical Imaging
MOLIOR INC,OAK PARK,IL,"	60301",CMS,MBE,African American,Male,Telecommunications Consulting; Telecommunications Management Services,MOLIOR INC,OAK PARK,IL,60301,Chicago,MBE,African American,541618 Telecommunications management consulting services,MOLIOR INC,OAK PARK,IL,60301,Chicago,MBE,541618 Telecommunications management consulting services
Monoceros Corporation,Hawthorn Woods,IL,"	60047",CMS,WBE,Caucasian,Female,"90924	Building Construction, Commercial and Institutional",Monoceros Corporation,Hawthorn Woods,IL,60047,Chicago,WBE,Caucasian,236220 - Construction Management; Commercial and Institutional Building,Monoceros Corporation,Hawthorn Woods,IL,60047,Chicago,WBE,236220 - Construction Management; Commercial and Institutional Building
